Unnamed: 0,employment_status,industry,current_role,years_of_experience,genai_org_approval,genai_use,genai_tools_used,genai_frequency_use,genai_importance,skill_integration,skill_learning,simple_tasks_skills,complex_tasks_skills,skillfullness,skills_support,skill_sharing,better_worker,relatedness,tasks_description,emotional_energy,dependancy,reliance,decision_making_confidence,quality_improvement,peers_approval,manager_support,general_disapproval,age_group,gender,highest_level_of_education,country_of_residence,emotional_energy_score,self_efficacy,relatedness_score,dependence_score,ai_score,emotional_energy_codes_str
90,Yes,IT / Tech,Software engineer ,8–15 years,"ChatGPT (OpenAI), Claude (Anthropic), Microsoft Copilot, GitHub Copilot",Yes,"ChatGPT (OpenAI), Google Gemini (formerly Bard), Claude (Anthropic), Microsoft Copilot, GitHub Copilot",Daily,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,"My answers are biased because I work with generative AI tools every day to build complex products. I focus on integrating different tools into my routine as smoothly and efficiently as possible. I’m an AI engineer, someone whose job is to figure out how to use AI to solve real problems and make the world better. And by the way, I wish you all the best.","Btw I just used it to phrase the answer above lol. It’s a tool while it’s my own responsibility to use it the best way possible. The comparison is between me and the AI, vs either me without AI or AI without me. I think both are less than our team. I love us!",4.0,4.0,4.0,5.0,5.0,5.0,5.0,26-35,Male,Master’s degree,United States,5.0,4.888888888888889,5.0,4.0,4.666666666666667,Excitement
99,Yes,IT / Tech,,Less than 1 year,"ChatGPT (OpenAI), Claude (Anthropic), Microsoft Copilot, GitHub Copilot",Yes,"ChatGPT (OpenAI), Claude (Anthropic), Microsoft Copilot, GitHub Copilot",Daily,3.0,3.0,4.0,2.0,4.0,5.0,4.0,3.0,1.0,2.0,Coding,Pretty good,1.0,1.0,2.0,4.0,5.0,5.0,4.0,18-25,Male,Bachelor’s degree,India,4.0,3.2222222222222223,2.0,1.0,2.3333333333333335,Excitement
99,Yes,IT / Tech,,Less than 1 year,"ChatGPT (OpenAI), Claude (Anthropic), Microsoft Copilot, GitHub Copilot",Yes,"ChatGPT (OpenAI), Claude (Anthropic), Microsoft Copilot, GitHub Copilot",Daily,3.0,3.0,4.0,2.0,4.0,5.0,4.0,3.0,1.0,2.0,Coding,Pretty good,1.0,1.0,2.0,4.0,5.0,5.0,4.0,18-25,Male,Bachelor’s degree,India,4.0,3.2222222222222223,2.0,1.0,2.3333333333333335,Neutral
103,Yes,Healthcare,Internship physician,Less than 1 year,,Yes,"ChatGPT (OpenAI), Google Gemini (formerly Bard), Grok",A few times a week,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,It helps me diagnose the patient and choose the appropriate medication and dosage for him.,"I feel a bit of a contradiction, a positive feeling that I'm keeping up with modern technology and adept at using it as a reality and a necessity. Sometimes I feel like I'm training my mind to be dependent and lazy.",2.0,3.0,4.0,3.0,3.0,2.0,3.0,26-35,Male,Bachelor’s degree,Egypt,3.0,3.111111111111111,3.0,2.5,2.8333333333333335,Other Emotional State
104,Yes,IT / Tech,Marketing and automation specialist,1–3 years,"ChatGPT (OpenAI), Google Gemini (Formerly Bard)",Yes,ChatGPT (OpenAI),Daily,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,"Market Research, Client Communication and marketing ",I'm the founder of my company so I totally agree,4.0,3.0,5.0,5.0,5.0,5.0,4.0,26-35,Male,Bachelor’s degree,Oman,5.0,4.0,4.0,3.5,4.166666666666667,Confidence
107,Yes,IT / Tech,CM Trainer ,1–3 years,"Google Gemini (Formerly Bard), Company private AI",Yes,"Google Gemini (formerly Bard), Company private AI",Daily,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Training outlines, Training materials ",It’s recommended ,5.0,5.0,,5.0,5.0,5.0,3.0,36-45,Male,Bachelor’s degree,Poland,3.0,5.0,5.0,5.0,4.333333333333333,Other Emotional State
108,Yes,Healthcare,Stellvertretende Pflegedienst Leitung ,8–15 years,ChatGPT (OpenAI),Yes,ChatGPT (OpenAI),Daily,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Ich habe dass benutzt in meine facharbeit 
Ich habe benutzt in meine neue Projekt 
يساعدني في حياتي اليوميه العمليه وًالعلميه و المهنيه",احس بفخر لما استمعله ,5.0,5.0,5.0,5.0,5.0,5.0,5.0,26-35,Female,Bachelor’s degree,Germany,4.0,3.6666666666666665,5.0,5.0,4.666666666666667,Pride & Empowerment
109,Yes,Government / Public sector,Mechanical Engineer ,8–15 years,Microsoft Copilot,Yes,"ChatGPT (OpenAI), Microsoft Copilot",A few times a week,2.0,3.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,"Research, document preparations, benchmarking ",I feel not interested in showing that I used Gen AI ,3.0,1.0,2.0,3.0,3.0,1.0,5.0,26-35,Male,Master’s degree,Qatar,2.0,3.111111111111111,3.0,2.0,2.3333333333333335,Curiosity
110,Yes,IT / Tech,Test developer - production,8–15 years,"Google Gemini (Formerly Bard), Claude (Anthropic)",Yes,"Google Gemini (formerly Bard), Claude (Anthropic)",Daily,3.0,2.0,5.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,"- development,  clause is integrated into our repository so we can personalize it and help with coding and code reviews. 
- we have a lot of processes, and documentation that we need to go through. Gemini is very helpful when answer questions related to company documents or devices/tools user guide.",We are asked to use AI in our daily activities. Management pushing toward using AI to improve efficiency. ,1.0,4.0,2.0,4.0,5.0,5.0,5.0,36-45,Male,Master’s degree,Canada,3.0,3.6666666666666665,4.0,2.5,3.1666666666666665,Competence
110,Yes,IT / Tech,Test developer - production,8–15 years,"Google Gemini (Formerly Bard), Claude (Anthropic)",Yes,"Google Gemini (formerly Bard), Claude (Anthropic)",Daily,3.0,2.0,5.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,"- development,  clause is integrated into our repository so we can personalize it and help with coding and code reviews. 
- we have a lot of processes, and documentation that we need to go through. Gemini is very helpful when answer questions related to company documents or devices/tools user guide.",We are asked to use AI in our daily activities. Management pushing toward using AI to improve efficiency. ,1.0,4.0,2.0,4.0,5.0,5.0,5.0,36-45,Male,Master’s degree,Canada,3.0,3.6666666666666665,4.0,2.5,3.1666666666666665,Pragmatic
110,Yes,IT / Tech,Test developer - production,8–15 years,"Google Gemini (Formerly Bard), Claude (Anthropic)",Yes,"Google Gemini (formerly Bard), Claude (Anthropic)",Daily,3.0,2.0,5.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,"- development,  clause is integrated into our repository so we can personalize it and help with coding and code reviews. 
- we have a lot of processes, and documentation that we need to go through. Gemini is very helpful when answer questions related to company documents or devices/tools user guide.",We are asked to use AI in our daily activities. Management pushing toward using AI to improve efficiency. ,1.0,4.0,2.0,4.0,5.0,5.0,5.0,36-45,Male,Master’s degree,Canada,3.0,3.6666666666666665,4.0,2.5,3.1666666666666665,Neutral
111,Yes,Consulting,BD,More than 15 years,ChatGPT (OpenAI),Yes,ChatGPT (OpenAI),A few times a week,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,"Marketing Research, Proposal related to spesific topic and revision of Financial plans","I did modification not copy and past, rephrasing or adding from my own knowledge ",1.0,1.0,2.0,3.0,1.0,1.0,3.0,46-55,Female,Master’s degree,United Arab Emirates,3.0,3.111111111111111,2.0,1.0,2.0,Confidence
111,Yes,Consulting,BD,More than 15 years,ChatGPT (OpenAI),Yes,ChatGPT (OpenAI),A few times a week,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,"Marketing Research, Proposal related to spesific topic and revision of Financial plans","I did modification not copy and past, rephrasing or adding from my own knowledge ",1.0,1.0,2.0,3.0,1.0,1.0,3.0,46-55,Female,Master’s degree,United Arab Emirates,3.0,3.111111111111111,2.0,1.0,2.0,Pragmatic
114,Yes,Education / Academia,Student,1–3 years,ChatGPT (OpenAI),Yes,ChatGPT (OpenAI),A few times a week,4.0,2.0,5.0,5.0,4.0,5.0,5.0,4.0,2.0,1.0,coding and idea collection,"A bit shameful, but I still know that I use it only if I can't find an immediate answer per google and that I am able to question the AI's answers",3.0,4.0,1.0,3.0,4.0,2.0,4.0,18-25,Female,High school or equivalent,Germany,2.0,4.0,1.0,3.5,2.1666666666666665,Shame & Guilt
116,Yes,Education / Academia,SHK,Less than 1 year,,Yes,ChatGPT (OpenAI),A few times a week,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,1.0,"Translation, writing of abstracts for a study","Not so good. Since AI ist not necessary for my work, the thought of my supervisor finding out stresses me a bit",2.0,3.0,3.0,4.0,3.0,3.0,4.0,18-25,Female,Bachelor’s degree,Germany,1.0,3.7777777777777777,1.0,2.5,1.5,Pragmatic
116,Yes,Education / Academia,SHK,Less than 1 year,,Yes,ChatGPT (OpenAI),A few times a week,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,1.0,"Translation, writing of abstracts for a study","Not so good. Since AI ist not necessary for my work, the thought of my supervisor finding out stresses me a bit",2.0,3.0,3.0,4.0,3.0,3.0,4.0,18-25,Female,Bachelor’s degree,Germany,1.0,3.7777777777777777,1.0,2.5,1.5,Shame & Guilt
116,Yes,Education / Academia,SHK,Less than 1 year,,Yes,ChatGPT (OpenAI),A few times a week,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,1.0,"Translation, writing of abstracts for a study","Not so good. Since AI ist not necessary for my work, the thought of my supervisor finding out stresses me a bit",2.0,3.0,3.0,4.0,3.0,3.0,4.0,18-25,Female,Bachelor’s degree,Germany,1.0,3.7777777777777777,1.0,2.5,1.5,Neutral
